,position,company_name,rating,location,salary,country,days,salary_num,date
244,Software Engineer,Partners Group,,"Zug, ZG",nan,Switzerland,30.0,,2020-05-17
245,Quality Control Analyst,Spring Professional,,"Neuenburg, NE",nan,Switzerland,30.0,,2020-05-17
246,Junior Data Analyst,Keyrus,,België,nan,Belgium,30.0,,2020-05-17
247,Data Analyst,Proximus Group,3.9,Brussel,nan,Belgium,0.0,,2020-06-16
248,Junior Data Analyst,dataa,,Brussel,nan,Belgium,30.0,,2020-05-17
249,Junior Support Analyst – Brussels,"Dellent Consulting, Lda.",,Brussel,nan,Belgium,21.0,,2020-05-26
250,Data Analyst,Easyfairs,,Brussel,nan,Belgium,10.0,,2020-06-06
251,CPM Analyst,Keyrus,,België,nan,Belgium,30.0,,2020-05-17
252,Business Analyst Finance,Brevco Services,,Brussel,€500 - €520 per dag,Belgium,3.0,130500.0,2020-06-13
253,Data Scientist,b.fine,,Brussel,nan,Belgium,3.0,,2020-06-13
254,Data Analyst Tableau / Power BI,dataa,,Brussel,nan,Belgium,30.0,,2020-05-17
255,Metadata Modeler – Data Management,ING,4.0,België,nan,Belgium,30.0,,2020-05-17
256,Portfolio Analyst,NATO - OTAN,4.5,Brussel,nan,Belgium,0.0,,2020-06-16
257,Junior Data Analyst (Python),Worldline,4.0,Evere,nan,Belgium,30.0,,2020-05-17
258,Data Analyst,Satellic NV,,België,nan,Belgium,30.0,,2020-05-17
259,Junior lab analyst (Braine-l’Alleud),Eurofins Belgium Professional Scientific Services,,Eigenbrakel,nan,Belgium,20.0,,2020-05-27
260,DATA ANALYST,Bangura Solutions,,Brussel,nan,Belgium,30.0,,2020-05-17
261,Functional Analyst Data Migration,tillit,,Gent,nan,Belgium,28.0,,2020-05-19
262,Business Intelligence Analyst,Newpharma,3.6,Luik (stad),nan,Belgium,7.0,,2020-06-09
263,Business Analyst/Data Sharing Assistant- remunerated interns...,L'Oreal,4.1,Brussel,nan,Belgium,30.0,,2020-05-17
264,Data Analyst,dataa,,Brussel,nan,Belgium,30.0,,2020-05-17
265,Business Analyst Supply Chain (m/f),Zetes,3.7,België,nan,Belgium,30.0,,2020-05-17
266,Digital Data Analyst,Centrum voor Avondonderwijs,,België,nan,Belgium,30.0,,2020-05-17
267,Junior Performance Analyst,Clicktrust,,Brussel,nan,Belgium,30.0,,2020-05-17
268,Jr FP&A Analyst,Showpad,,Gent,nan,Belgium,11.0,,2020-06-05
269,Clinical Data Analyst,CluePoints,,Louvain-la-Neuve,nan,Belgium,5.0,,2020-06-11
270,Junior Mapping Analyst,Seety,,Oudergem,nan,Belgium,30.0,,2020-05-17
271,Data Scientist,OMP,,Wommelgem,nan,Belgium,30.0,,2020-05-17
272,API/Integration Analyst,we-archers,,België,nan,Belgium,30.0,,2020-05-17
273,Logistics Analyst,Lifescan,,Geel,nan,Belgium,24.0,,2020-05-23
274,Test Analyst,Euroclear,4.0,Brussel,nan,Belgium,30.0,,2020-05-17
275,Data and Reporting Analyst,SCOPE Advice & Development,,Brussel,nan,Belgium,30.0,,2020-05-17
276,Data Analist,Amnesty International Vlaanderen,4.1,Bruxelles Ixelles,nan,Belgium,30.0,,2020-05-17
277,Data Scientist Forecasting,OMP,,Wommelgem,nan,Belgium,30.0,,2020-05-17
278,Data Integration Consultant – SAS Data Integration,Keyrus,,België,nan,Belgium,30.0,,2020-05-17
279,Data Analyst - People Analytics,Deloitte,4.0,Zaventem,nan,Belgium,20.0,,2020-05-27
280,Data Governance Consultant,Square One Resources,,Brussel-Hoofdstad,nan,Belgium,0.0,,2020-06-16
281,Junior Business Analyst,Fenego,,Hasselt België,nan,Belgium,30.0,,2020-05-17
282,Business Analyst,GFI,,België,nan,Belgium,30.0,,2020-05-17
283,Quantitative analyst,InvestSuite,,Leuven,nan,Belgium,30.0,,2020-05-17
284,GEO-Data analist,Geo Solutions,,België,nan,Belgium,30.0,,2020-05-17
285,Senior Sizing Data Analyst,Levi Strauss & Co.,3.9,Zaventem,nan,Belgium,16.0,,2020-05-31
286,Digital Business Analyst,Overstock,,België,nan,Belgium,30.0,,2020-05-17
287,Data Analyst,Infrabel,3.9,Brussel,nan,Belgium,30.0,,2020-05-17
288,Data Analyst,AXILEO,,Brussel,nan,Belgium,30.0,,2020-05-17
289,Lab analyst (Braine l’Alleud & Lessines ),Eurofins Belgium Professional Scientific Services,,Eigenbrakel,nan,Belgium,20.0,,2020-05-27
290,Medical Technology Analyst,CANDRIAM,4.1,Brussel-Hoofdstad,nan,Belgium,17.0,,2020-05-30
291,eBusiness Analyst,Semetis,,Bruxelles Schaarbeek,nan,Belgium,12.0,,2020-06-04
292,Master Data Analyst,PepsiCo,3.8,Veurne,nan,Belgium,12.0,,2020-06-04
293,IT Business Analyst,Eurofins,3.1,Brussel,nan,Belgium,5.0,,2020-06-11
294,"Intern (Autumn 2019, Winter/Summer 2020)",Charles River Associates,,Brussel,nan,Belgium,30.0,,2020-05-17
295,Junior SAP Business Analyst,Barry Callebaut,3.5,nan,nan,Belgium,30.0,,2020-05-17
296,Functional Data Analyst NL/FR,WinBee HRC,,Brussel,nan,Belgium,0.0,,2020-06-16
297,Business Analyst,BRIGHTKNOW,,Tinlot,nan,Belgium,11.0,,2020-06-05
298,Market Research & Data Analyst,Foodpairing,,Brugge,nan,Belgium,30.0,,2020-05-17
299,Data Analyst Credit Risk Modeller (E),TiTANS,,België,nan,Belgium,30.0,,2020-05-17
300,Junior Customer Trade Marketing Analyst,RB,3.6,Brussel,nan,Belgium,30.0,,2020-05-17
301,International Compensation & Benefits Analyst,Fluxys,4.5,Brussel,nan,Belgium,11.0,,2020-06-05
302,Data-analist,Stad Hasselt,3.5,Hasselt België,€5149 per maand,Belgium,15.0,5149.0,2020-06-01
303,Cybersecurity Analyst,Curios-it,,Antwerpen (stad),nan,Belgium,11.0,,2020-06-05
304,Data Analyst with Adobe Analaytics (D or F),TiTANS,,België,nan,Belgium,30.0,,2020-05-17
305,Junior Trademark Analyst (Italian & French),Clarivate Analytics,,Berchem,nan,Belgium,30.0,,2020-05-17
306,Statutory Audits Analyst,Eurofins,3.1,Brussel,nan,Belgium,30.0,,2020-05-17
307,GIS analyst,GIM - Smart Geo Insights,,Leuven,nan,Belgium,10.0,,2020-06-06
308,Data Analyst,StepUp Consulting,,Leuven,nan,Belgium,30.0,,2020-05-17
309,2020 – G32 – Data Analyst/Scientist,Capgemini,3.8,Diegem,nan,Belgium,30.0,,2020-05-17
310,Senior Data Analyst External Reporting,ING,4.0,België,nan,Belgium,30.0,,2020-05-17
311,BUSINESS/FUNCTIONAL ANALYST,TMC,,België,nan,Belgium,30.0,,2020-05-17
312,FACTORY OUTLET ANALYST SPRING INTERN,Levi Strauss & Co.,3.9,Zaventem,nan,Belgium,30.0,,2020-05-17
313,ERP Implementation Analyst,PFSweb,3.2,Bierset,nan,Belgium,4.0,,2020-06-12
314,"Analyst, Sales Operations",Kipling,,Antwerpen (stad),nan,Belgium,10.0,,2020-06-06
315,"Analyst, Sales Operations",EastPak,,Bel,nan,Belgium,10.0,,2020-06-06
316,Security Data Analyst equensWorldline Belgium,worldline,4.0,Brussel,nan,Belgium,30.0,,2020-05-17
317,Administrator and Analyst - Data Warehouse,TiTANS,,België,nan,Belgium,30.0,,2020-05-17
318,Junior BI Analyst Trainee,Upgrade data consulting,,Namen (stad),nan,Belgium,30.0,,2020-05-17
319,Data Analyst,Dynafin Consulting,,Brussel,nan,Belgium,30.0,,2020-05-17
320,FUNCTIONAL ANALYST – FREELANCE – 6 MONTHS – BRUSSELS (BELGIU...,Core-Origins,,Rotselaar,nan,Belgium,4.0,,2020-06-12
321,DATA ANALYST,HAYS,3.6,Brussel,nan,Belgium,30.0,,2020-05-17
322,Data Warehouse Business Analyst,TiTANS,,België,nan,Belgium,30.0,,2020-05-17
323,"Data Business Analyst - Puurs-Sint-Amands, Belgium",Fedrus International,,Sint-Amands,nan,Belgium,30.0,,2020-05-17
324,Data & Analytics Consultant (H/F),Mevr. Lien Declercq,,Gent,nan,Belgium,30.0,,2020-05-17
325,"Business Analyst Intern | Brussels, Belgium",TopCompare,,Brussel-Hoofdstad,nan,Belgium,30.0,,2020-05-17
326,FREELANCE DATA ANALYST / Excel + sql,Eyetech Solutions,4.8,Brussel,€400 - €500 per week,Belgium,30.0,20800.0,2020-05-17
327,GIS Analyst Consultant,GIM - Smart Geo Insights,,Leuven,nan,Belgium,30.0,,2020-05-17
328,Business Analyst Intern,TopCompare,,Brussel-Hoofdstad,nan,Belgium,30.0,,2020-05-17
329,Business Analyst (H/F),Dhr. Kevin Box,,Hasselt België,nan,Belgium,30.0,,2020-05-17
330,Junior Data Science Consultant,N-SIDE,,België,nan,Belgium,30.0,,2020-05-17
331,ANALYST-DEVELOPER (Junior-Senior) (H/F),Medi-Market,,Nijvel,nan,Belgium,4.0,,2020-06-12
332,Junior Marketing Analyst Intern,JACOBS DOUWE EGBERTS,4.0,Brussel,nan,Belgium,30.0,,2020-05-17
333,Functional Analyst,dataa,,Brussel,nan,Belgium,30.0,,2020-05-17
334,Data Migration Analyst,Allianz,3.9,Brussel,nan,Belgium,30.0,,2020-05-17
335,Reward Data Analyst Consultant,EY,4.0,België,nan,Belgium,30.0,,2020-05-17
336,Financial Analyst,Ageas,,Brussel,nan,Belgium,13.0,,2020-06-03
337,Logistics analyst,Logflow,,België,nan,Belgium,30.0,,2020-05-17
338,Lab analyst Chromatography (H/F),Mevr. Natalie Hoste,,Gent,nan,Belgium,30.0,,2020-05-17
339,Data and Business Analyst,Actito,,Louvain-la-Neuve,nan,Belgium,30.0,,2020-05-17
340,Junior Business Analyst,METRO AG,,Wommelgem,nan,Belgium,30.0,,2020-05-17
341,Test Analyst - Financial Apps,TiTANS,,België,nan,Belgium,30.0,,2020-05-17
342,Senior Analyst / Project Manager,TCI Research,,Brussel,nan,Belgium,5.0,,2020-06-11
343,Junior Data Analist,Medialaan,,Vilvoorde,nan,Belgium,20.0,,2020-05-27
344,Data Engineer - Business Analyst,SWIFT,,Brussel,nan,Belgium,30.0,,2020-05-17
345,Product Analyst Integration,OMP,,Wommelgem,nan,Belgium,30.0,,2020-05-17
346,Business Process Consultant,CAPCO,,Brussel,nan,Belgium,6.0,,2020-06-10
347,Business Analyst,CHEP,3.5,Mechelen,nan,Belgium,17.0,,2020-05-30
348,Cybersecurity Consultant,CAPCO,,Brussel,nan,Belgium,6.0,,2020-06-10
349,Media & Data Analyst,AUXIPRESS,,Oudergem,nan,Belgium,30.0,,2020-05-17
350,Data Governance Analyst,Sparagus,,Antwerpen (stad),nan,Belgium,3.0,,2020-06-13
351,Digital Marketing Data Analyst,We Are Digital,,Leuven,nan,Belgium,30.0,,2020-05-17
352,Junior Telecom Adviseur – Telecom Analyst,P&J Benedict,,Sint-Niklaas,nan,Belgium,30.0,,2020-05-17
353,Junior Research Analyst - Banking and Insurance,McKinsey & Company,4.3,Brussel,nan,Belgium,30.0,,2020-05-17
354,Strategist,Prophets,,Antwerpen (stad),nan,Belgium,30.0,,2020-05-17
355,Data strategist,Telenet,3.8,Mechelen,nan,Belgium,30.0,,2020-05-17
356,Data Analyst,Eurofins Digital Testing,,Hasselt België,nan,Belgium,30.0,,2020-05-17
357,Business Analyst,Seargin,,Brussel,nan,Belgium,5.0,,2020-06-11
358,Data Analist Digital Marketing,Aldi,3.4,Erpe-Mere,nan,Belgium,2.0,,2020-06-14
359,Content Strategist,Prophets,,Antwerpen (stad),nan,Belgium,30.0,,2020-05-17
360,Director of Global Data & Insights,Wikimedia Foundation,,Brussel,nan,Belgium,30.0,,2020-05-17
361,Immunology Business Analyst,UCB S.A.,3.8,Anderlecht,nan,Belgium,30.0,,2020-05-17
362,"Analyst, Sales Operations",VF Corporation,3.8,Antwerpen (stad),nan,Belgium,10.0,,2020-06-06
363,Business Analyst Purchasing,Colruyt Group,3.9,Halle,nan,Belgium,30.0,,2020-05-17
364,Business Process Analyst,Reditech,,België,nan,Belgium,30.0,,2020-05-17
365,INTERNATIONAL PROGRAMME FOR JUNIORS (VIE) - DATABASE ADMINIS...,Total,4.0,België,nan,Belgium,30.0,,2020-05-17
366,Stafmedewerker kwaliteit,AZ Klina,5.0,Brasschaat,nan,Belgium,10.0,,2020-06-06
367,Data Analyst (H/F),AGO Jobs & HR,,Doornik,nan,Belgium,30.0,,2020-05-17
368,Supply Chain Business Analyst,OMP,,Wommelgem,nan,Belgium,30.0,,2020-05-17
369,Risk Officer Data Management,ING,4.0,België,nan,Belgium,26.0,,2020-05-21
370,Enterprise Data Specialist/ Manager,Entico,,Brussel,nan,Belgium,6.0,,2020-06-10
371,Voltijds data-analist/beleidsmedewerker Business Intelligenc...,Thomas More,,Mechelen,nan,Belgium,3.0,,2020-06-13
372,Junior Trademark Analyst (German Speaker),Clarivate Analytics,,Berchem,nan,Belgium,30.0,,2020-05-17
373,Price List Data Advisor,TVH GROUP NV,3.7,Waregem,nan,Belgium,30.0,,2020-05-17
374,Technical Analyst Data,ENGIE,3.7,Brussel,nan,Belgium,30.0,,2020-05-17
375,Marketing Analist,Domino's Pizza Netherlands,3.6,Berchem,nan,Belgium,26.0,,2020-05-21
376,Markov chain Monte Carlo methods for Bayesian data assimilat...,KU Leuven,4.2,Leuven,nan,Belgium,30.0,,2020-05-17
377,Wizard of Data,Induxx,,Aalst,nan,Belgium,5.0,,2020-06-11
378,ServiceMax SME,"Terumo BCT, Inc.",,Leuven,nan,Belgium,11.0,,2020-06-05
379,Data Analyst / Data Architect,LACO Information Services,,Diegem,nan,Belgium,30.0,,2020-05-17
380,LAB ANALIST,Pfizer,4.2,Puurs,nan,Belgium,30.0,,2020-05-17
381,CRM Analyst,Telenet,3.8,Mechelen,nan,Belgium,30.0,,2020-05-17
382,Functional Data Analyst,Securex,3.8,Brussel,nan,Belgium,30.0,,2020-05-17
383,Business Intelligence Analyst,Hubo,3.8,Wommelgem,nan,Belgium,23.0,,2020-05-24
384,Analyst/Consulant - Belgium,Miebach Consulting,,Leuven,nan,Belgium,30.0,,2020-05-17
385,Product Analyst,Corilus,2.8,Gent,nan,Belgium,18.0,,2020-05-29
386,Advisor Analyst,NMBS,3.6,Brussel,nan,Belgium,26.0,,2020-05-21
387,Digital Analyst,Colruyt Group,3.9,Halle,nan,Belgium,30.0,,2020-05-17
388,Business Analyst,StepUp Consulting,,Leuven,nan,Belgium,30.0,,2020-05-17
389,Audit Data Analyst Expert,Euroclear,4.0,Brussel,nan,Belgium,30.0,,2020-05-17
390,Master Data Analyst,Barry Callebaut,3.5,Lebbeke Wieze,nan,Belgium,30.0,,2020-05-17
391,Data Analytics en Reporting Analyst (DMOW) via Vlaanderen co...,Vlaanderen Connect.,,Brussel,nan,Belgium,30.0,,2020-05-17
392,Data Architect,b.fine,,Brussel,nan,Belgium,3.0,,2020-06-13
393,Commerical Policy Analyst,Orange,4.1,België,nan,Belgium,30.0,,2020-05-17
394,Senior Analyst,Retailored,,Bruxelles Berchem-Sainte-Agathe,nan,Belgium,30.0,,2020-05-17
395,Financieel Analyst,Denys,4.2,Wondelgem,nan,Belgium,24.0,,2020-05-23
396,Business Consultant Finance/Energy,BK Consulting Brussels,,Brussel,nan,Belgium,21.0,,2020-05-26
397,Business Analyst Competition & retail,Colruyt Group,3.9,Halle,nan,Belgium,30.0,,2020-05-17
398,Data-analist (m/v/x),AZ Jan Palfijn,2.7,Gent,nan,Belgium,30.0,,2020-05-17
399,Business Analyst BI,Vinçotte,3.2,België,nan,Belgium,30.0,,2020-05-17
400,Reporting Analyst Supply Chain,Colruyt Group,3.9,Halle,nan,Belgium,30.0,,2020-05-17
401,Financial Data Analyst,Aquafin NV,4.3,Aartselaar,nan,Belgium,30.0,,2020-05-17
402,Functional analyst,Keyrus,,België,nan,Belgium,30.0,,2020-05-17
403,Business Process Analyst,Logi-technic,2.8,Gent,nan,Belgium,19.0,,2020-05-28
404,Business Analyst,Devoteam Technology Consulting Belgium,,Zaventem,nan,Belgium,30.0,,2020-05-17
405,Application Analyst - Developer .Net,Darwin,,Ieper,nan,Belgium,6.0,,2020-06-10
406,BI Developer,A.S.Adventure,,Hoboken,nan,Belgium,30.0,,2020-05-17
407,Learning and Knowledge Expert (H/F),Mevr. Van Aert,,Wommelgem,nan,Belgium,30.0,,2020-05-17
408,Project Architect,Proximus Group,3.9,Brussel,nan,Belgium,5.0,,2020-06-11
409,Data Management Analyst - Customer Journey Expert,ING,4.0,België,nan,Belgium,30.0,,2020-05-17
410,Methods and applications for Bayesian phylodynamic inference,KU Leuven,4.2,Leuven,nan,Belgium,30.0,,2020-05-17
411,Cyber Security Analyst,"MCR, LLC.",,Bergen,nan,Belgium,4.0,,2020-06-12
412,RWE Scientist UK/Belgium/US,UCB S.A.,3.8,Anderlecht,nan,Belgium,30.0,,2020-05-17
413,Business Intelligence Expert/Analyst,Versele-Laga,,Deinze,nan,Belgium,30.0,,2020-05-17
414,Software Engineer,FEops NV,,Gent,nan,Belgium,30.0,,2020-05-17
415,Data Scientist,Agilytic,,Brussel,nan,Belgium,30.0,,2020-05-17
416,"Business Analyst | Brussels, Belgium",TopCompare,,Brussel-Hoofdstad,nan,Belgium,30.0,,2020-05-17
417,Data analist,Connect-ICT,,Brussel-Hoofdstad,nan,Belgium,4.0,,2020-06-12
418,Web data Analyst (m/v),Ethias,4.4,Luik (stad),nan,Belgium,30.0,,2020-05-17
419,Functional - Business Analyst,Oniryx,,België,nan,Belgium,30.0,,2020-05-17
420,RISK ANALYST,ENI,,Brussel-Hoofdstad,nan,Belgium,30.0,,2020-05-17
421,Business Intelligence Analyst,SWORD,,Brussel-Hoofdstad,nan,Belgium,30.0,,2020-05-17
422,Cybersecurity / SOC Analyst,Sogeti,3.4,Diegem,nan,Belgium,30.0,,2020-05-17
423,Medior Data Analist,Burdock,,Antwerpen (stad),nan,Belgium,27.0,,2020-05-20
424,Business Analysis Specialist Data Monetisation - Liquidity,Euroclear,4.0,Brussel,nan,Belgium,30.0,,2020-05-17
425,Cream Consulting - Data Analyst,Cream Consulting,,Brussel,nan,Belgium,30.0,,2020-05-17
426,sr Data Analyst - SQL (SAS) CRM Banking DEF,TiTANS,,Brussel,nan,Belgium,30.0,,2020-05-17
427,Data analyst,VOO,3.5,Seraing,nan,Belgium,30.0,,2020-05-17
428,Junior Analyst Inventory,CooperVision,3.8,Luik (stad),nan,Belgium,30.0,,2020-05-17
429,ICT Business Analyst,Fluxys,4.5,Brussel,nan,Belgium,11.0,,2020-06-05
430,Investors Relations Associate,Eurofins,3.1,Brussel,nan,Belgium,30.0,,2020-05-17
431,Product Engineer (H/F),Jeroen Coussement,,Gent,nan,Belgium,30.0,,2020-05-17
432,Data Analyst - Team Leader,KONE,3.7,Brussel,nan,Belgium,30.0,,2020-05-17
433,Category Management & Analytics Intern Belgium,PepsiCo,3.8,Zaventem,nan,Belgium,3.0,,2020-06-13
434,Data Architect,LoQutus,,Gent,nan,Belgium,30.0,,2020-05-17
435,Product Analyst - SAP Integration,OMP,,Antwerpen (stad),nan,Belgium,30.0,,2020-05-17
436,Business Analyst (f-h-x),BNP Paribas,3.9,België,nan,Belgium,30.0,,2020-05-17
437,SAS Business Analytics / Data Science consultant (H/F/X) MAC...,Cooder,,Machelen,nan,Belgium,10.0,,2020-06-06
438,Jr Analyst / Auditor,Retailored,,Bruxelles Berchem-Sainte-Agathe,nan,Belgium,30.0,,2020-05-17
439,Data Governance Specialist BI,Proximus Group,3.9,Brussel,nan,Belgium,30.0,,2020-05-17
440,Lid ICT binnen CG/Informatieveiligheid & Privacy,Federale Politie,3.0,België,nan,Belgium,13.0,,2020-06-03
441,Client Business Analyst,Nielsen,3.8,Brussel,nan,Belgium,26.0,,2020-05-21
442,Global Business Analyst Neurology,UCB S.A.,3.8,Anderlecht,nan,Belgium,30.0,,2020-05-17
443,Finance & Analytics Internship program,UCB S.A.,3.8,Anderlecht,nan,Belgium,30.0,,2020-05-17
444,Functioneel Analist,AARIXA,,België,nan,Belgium,30.0,,2020-05-17
445,"Enterprise Account Executive, Google Cloud",Google,4.3,Brussel,nan,Belgium,6.0,,2020-06-10
446,Marketing Product Analyst,Case New Holland Industrial,3.8,Brussel,nan,Belgium,30.0,,2020-05-17
447,Field Sales Intern Belgium,PepsiCo,3.8,Zaventem,nan,Belgium,11.0,,2020-06-05
448,Business Analyst - Nipro Pharmapackaging Intl.,Nipro Europe Group Companies,,Mechelen,nan,Belgium,30.0,,2020-05-17
449,BUSINESS ANALYST,Intys Consulting,,Brussel,nan,Belgium,30.0,,2020-05-17
450,Job | Functional Analyst | Brussel,Belfius,3.6,Brussel,nan,Belgium,30.0,,2020-05-17
451,Data Analyst - Executive Compensation,Institutional Shareholder Services Inc,,Bruxelles Watermael-Boitsfort,nan,Belgium,30.0,,2020-05-17
452,Junior Quantitative Analyst / Risk Consultant - Start Fall 2...,PwC,4.0,Brussel,nan,Belgium,30.0,,2020-05-17
453,Strategisch Data Analist,Hasco Invest,,Hasselt België,nan,Belgium,30.0,,2020-05-17
454,SVP Business Development and Ambulatory Growth,WellStar Health System,,Antwerpen (stad),nan,Belgium,4.0,,2020-06-12
455,Junior Optimization Consultant,N-SIDE,,België,nan,Belgium,30.0,,2020-05-17
456,Talent Acquisition Specialist,Luminus,3.4,Brussel,nan,Belgium,30.0,,2020-05-17
457,"Sr. Data Analyst, SaaS Transformation",Collibra,,Brussel,nan,Belgium,30.0,,2020-05-17
458,Functional Analyst,GFI,,België,nan,Belgium,30.0,,2020-05-17
459,Data Engineer,MultiMinds,,Aalst,nan,Belgium,30.0,,2020-05-17
460,Application Analyst B-Stations,Ypto NV,,Anderlecht,nan,Belgium,30.0,,2020-05-17
461,Product Analyst,Sparagus,,Antwerpen (stad),nan,Belgium,2.0,,2020-06-14
462,Supply Chain Analyst (H/F),Fleur Deprez,,Roeselare,nan,Belgium,30.0,,2020-05-17
463,Economist,FSMA,,Brussel,nan,Belgium,30.0,,2020-05-17
464,Traineeship Business & Technology,Planet Talent,,België,nan,Belgium,30.0,,2020-05-17
465,Oracle E-Business Analyst SWD1002,Kristanea,,Brussel,nan,Belgium,30.0,,2020-05-17
466,Commercial Analyst,deSter,3.4,Hoogstraten,nan,Belgium,30.0,,2020-05-17
467,Technical Consultant Integration,OMP,,Wommelgem,nan,Belgium,30.0,,2020-05-17
468,Azure Data Engineer,Proximus SpearIT,,Brussel,nan,Belgium,11.0,,2020-06-05
469,Business Analyst BI,LACO Information Services,,Diegem,nan,Belgium,30.0,,2020-05-17
470,Functional Analyst Junior RPA,Sibelga,4.0,Brussel,nan,Belgium,30.0,,2020-05-17
471,Business Intelligence Analyst,NRB,3.4,Brussel,nan,Belgium,30.0,,2020-05-17
472,Global Business Development and Sales Director – Hydrogen El...,Cummins Inc.,3.9,Mol,nan,Belgium,0.0,,2020-06-16
473,Senior Business Analyst,ZEB,3.9,Merchtem,nan,Belgium,10.0,,2020-06-06
474,Business Intelligence Analyst,Smartvalue,,Wandre,nan,Belgium,30.0,,2020-05-17
475,Full Stack Developer (H/F),Dhr. Kevin Box,,Hasselt België,nan,Belgium,30.0,,2020-05-17
476,Transportation Analyst,Caterpillar,3.9,Grimbergen,nan,Belgium,30.0,,2020-05-17
477,Senior Digital Performance Analyst.,Clicktrust,,Brussel,nan,Belgium,30.0,,2020-05-17
478,Commercial Business Analyst,Excecutive Talents via VDAB,,Heverlee,nan,Belgium,0.0,,2020-06-16
479,Pim Data Specialist,Van den Broeck - Prolians,,Herenthout,nan,Belgium,30.0,,2020-05-17
480,Marketing Analyst Retail Partners Colruyt Group,Colruyt Group,3.9,Mechelen,nan,Belgium,7.0,,2020-06-09
481,Geomathicus - Federale Politie / Police Fédérale,Fedict Select - OPGEZEGD,,België,nan,Belgium,30.0,,2020-05-17
482,Technical Big Data Analyst,Telenet,3.8,Mechelen,nan,Belgium,30.0,,2020-05-17
483,"Supply Chain Analyst Fine Food Cheese, Coffee & Wine",Colruyt Group,3.9,Ghislenghien,nan,Belgium,11.0,,2020-06-05
484,Project Manager & Opex Analyst,Athora Belgium,4.3,Bruxelles Ixelles,nan,Belgium,30.0,,2020-05-17
485,Actuarieel Analist,Baloise Group,,Antwerpen (stad),nan,Belgium,21.0,,2020-05-26
486,Geomathicus,Fedict Select - OPGEZEGD,,België,nan,Belgium,30.0,,2020-05-17
487,Customer Experience Analyst,TVH GROUP,3.7,Waregem,nan,Belgium,30.0,,2020-05-17
